"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3559","Uncheck SMS Alerts","chromium","2026-09-25","passed","2026-09-25","QA Playground - Radio And Checkbox Tests > Sibling Located Controls","practice/radioAndCheckbox/radioAndCheckbox.spec.js","",""
"","2482","Double Click Button","chromium","2026-09-25","passed","2026-09-25","QA Playground - Buttons Tests > Double Click Section","practice/buttons/buttons.spec.js","",""
"","2683","Login Section Placeholder","chromium","2026-09-25","passed","2026-09-25","QA Playground - Forms Placeholder Validations","practice/forms/forms-placeholder.spec.js","",""
"","3204","Select Evening","chromium","2026-09-25","passed","2026-09-25","QA Playground - Date Picker Tests > Scenario: Date Cards","practice/datePicker/datePicker.spec.js","",""
"","3599","Display Departments Table","chromium","2026-09-25","passed","2026-09-25","QA Playground - UI Practice - Tables Page - Display","demo/tables/display.spec.js","",""
"","2178","Scenario Internal Links: Home","chromium","2026-09-25","passed","2026-09-25","QA Playground - Links - Href Attribute Validations","practice/links/links-validation.spec.js","",""
"","1730","Select Country","chromium","2026-09-25","passed","2026-09-25","QA Playground - Dropdowns - Default Value Validation","practice/dropdowns/dropdowns-validation.spec.js","",""
"","2812","Enter Maximum Date","chromium","2026-09-25","passed","2026-09-25","QA Playground - Date Picker Tests > Scenario: Min-Max Dates","practice/datePicker/datePicker.spec.js","",""
"","2166","Get Color Section","chromium","2026-09-25","passed","2026-09-25","QA Playground - Buttons - Default Result Text Validations","practice/buttons/buttons-validation.spec.js","",""
"","3512","Select All","chromium","2026-09-25","passed","2026-09-25","QA Playground - Radio And Checkbox Tests > Checkbox Group","practice/radioAndCheckbox/radioAndCheckbox.spec.js","",""
"","3445","Click Home","chromium","2026-09-25","passed","2026-09-25","QA Playground - Links Tests > Internal Links","practice/links/links.spec.js","",""
"","2988","Enter End Date","chromium","2026-09-25","passed","2026-09-25","QA Playground - Date Picker Tests > Scenario: Date Range","practice/datePicker/datePicker.spec.js","",""
"","2413","Confirm Action Section","chromium","2026-09-25","passed","2026-09-25","QA Playground - Alerts And Dialogs - Button Text Validations","practice/alertsAndDialogs/alertsAndDialogs-validation.spec.js","",""
"","5044","Close Opened Tab","chromium","2026-09-25","passed","2026-09-25","QA Playground - Tabs and Windows Tests > Scenario: Close Tab","practice/tabsAndWindows/tabsAndWindows.spec.js","",""
"","2109","Scenario: Month Navigation","chromium","2026-09-25","passed","2026-09-25","QA Playground - Date Picker - Default Value Validation","practice/datePicker/datePicker-validation.spec.js","",""
"","2700","Scenario Radio Group","chromium","2026-09-25","passed","2026-09-25","QA Playground - Radio And Checkbox - Default Result Text Validations","practice/radioAndCheckbox/radioAndCheckbox-validation.spec.js","",""
"","2767","Author Field","chromium","2026-09-25","passed","2026-09-25","QA Playground - Data Table - Add Book Modal Placeholder Validations","practice/dataTable/dataTable-addBook.spec.js","",""
"","2795","Click Broken Link Button","chromium","2026-09-25","passed","2026-09-25","QA Playground - Links Tests > Button Links","practice/links/links.spec.js","",""
"","2137","Get Coordinates Section","chromium","2026-09-25","passed","2026-09-25","QA Playground - Buttons - Default Result Text Validations","practice/buttons/buttons-validation.spec.js","",""
"","2515","Custom Priority","chromium","2026-09-25","passed","2026-09-25","QA Playground - Dropdowns - Default Value Validation","practice/dropdowns/dropdowns-validation.spec.js","",""
"","2296","Default Value","chromium","2026-09-25","passed","2026-09-25","QA Playground - Radio And Checkbox Tests > Basic Checkbox","practice/radioAndCheckbox/radioAndCheckbox.spec.js","",""
"","3131","Enter In-Range Date","chromium","2026-09-25","passed","2026-09-25","QA Playground - Date Picker Tests > Scenario: Min-Max Dates","practice/datePicker/datePicker.spec.js","",""
"","3408","Blank Address","chromium","2026-09-25","passed","2026-09-25","Address Form Validation","practice/forms/forms-negative.spec.js","",""
"","5281","Click Open Tab","chromium","2026-09-25","passed","2026-09-25","QA Playground - Tabs and Windows Tests > Scenario: Close Tab","practice/tabsAndWindows/tabsAndWindows.spec.js","",""
"","2318","Cancel Stay Section","chromium","2026-09-25","passed","2026-09-25","QA Playground - Alerts And Dialogs - Default Result Text Validations","practice/alertsAndDialogs/alertsAndDialogs-validation.spec.js","",""
"","3671","Blank Date Of Birth","chromium","2026-09-25","passed","2026-09-25","Personal Details Form Validation","practice/forms/forms-negative.spec.js","",""
"","4402","Delete Book","chromium","2026-09-25","passed","2026-09-25","QA Playground - Data Table - Successful Delete Validations","practice/dataTable/dataTable-deleteBook.spec.js","",""
"","4201","Select React And Vue.js","chromium","2026-09-25","passed","2026-09-25","QA Playground - Multi-Select Tests > Scenario: Custom Checkbox Option","practice/multiSelect/multiSelect.spec.js","",""
"","3562","Scenario: Click Tab A Focus","chromium","2026-09-25","passed","2026-09-25","QA Playground - Tabs and Windows Tests > Scenario: Dynamic","practice/tabsAndWindows/tabsAndWindows.spec.js","",""
"","2877","Select Read Billing","chromium","2026-09-25","passed","2026-09-25","QA Playground - Radio And Checkbox Tests > Dynamic Checkbox List","practice/radioAndCheckbox/radioAndCheckbox.spec.js","",""
"","2206","Sort Price Descending","chromium","2026-09-25","passed","2026-09-25","QA Playground - UI Practice - Tables Page - Sort","demo/tables/sort.spec.js","",""
"","2958","Book ISBN Ascending Sort","chromium","2026-09-25","passed","2026-09-25","QA Playground - Data Table - Sorting Validation","practice/dataTable/dataTable-sorting.spec.js","",""
"","3108","Select Afternoon","chromium","2026-09-25","passed","2026-09-25","QA Playground - Date Picker Tests > Scenario: Date Cards","practice/datePicker/datePicker.spec.js","",""
"","2209","Destructive Confirm Section","chromium","2026-09-25","passed","2026-09-25","QA Playground - Alerts And Dialogs - Default Result Text Validations","practice/alertsAndDialogs/alertsAndDialogs-validation.spec.js","",""
"","2309","Clear: Shopping Departments - Suresh Kumar","chromium","2026-09-25","passed","2026-09-25","QA Playground - UI Practice - Tables Page - Search And Filter","demo/tables/searchAndFilter.spec.js","",""
"","3251","Select Next Month","chromium","2026-09-25","passed","2026-09-25","QA Playground - Date Picker Tests > Scenario: Month Navigation","practice/datePicker/datePicker.spec.js","",""
"","3008","No movie entered","chromium","2026-09-25","passed","2026-09-25","QA Playground - Input Fields Tests > Scenario Type Movie","practice/inputFields/inputFields.spec.js","",""
"","5833","Validate Popup Window","chromium","2026-09-25","passed","2026-09-25","QA Playground - Tabs and Windows Tests > Scenario: Popup","practice/tabsAndWindows/tabsAndWindows.spec.js","",""
"","2421","Get Coordinates Section","chromium","2026-09-25","passed","2026-09-25","QA Playground - Buttons - Button Text Validations","practice/buttons/buttons-validation.spec.js","",""
"","3176","Click X","chromium","2026-09-25","passed","2026-09-25","QA Playground - Alerts And Dialogs Tests > Close Info Dialog Section","practice/alertsAndDialogs/alertsAndDialogs.spec.js","",""
"","3391","Scenario: Click Tab C Focus","chromium","2026-09-25","passed","2026-09-25","QA Playground - Tabs and Windows Tests > Scenario: Dynamic","practice/tabsAndWindows/tabsAndWindows.spec.js","",""
"","4191","Personal Details Form Reset Button","chromium","2026-09-25","passed","2026-09-25","QA Playground - Forms Reset Validations","practice/forms/forms-reset.spec.js","",""
"","3199","Blank Gender","chromium","2026-09-25","passed","2026-09-25","Personal Details Form Validation","practice/forms/forms-negative.spec.js","",""
"","2696","Only 2 Options Selected","chromium","2026-09-25","passed","2026-09-25","QA Playground - Multi-Select Tests > Scenario: Multiple Options","practice/multiSelect/multiSelect.spec.js","",""
"","2483","Scenario: Date Range Picker","chromium","2026-09-25","passed","2026-09-25","QA Playground - Date Picker - Default Value Validation","practice/datePicker/datePicker-validation.spec.js","",""
"","3013","Click Moved (301)","chromium","2026-09-25","passed","2026-09-25","QA Playground - Links Tests > API Links","practice/links/links.spec.js","",""
"","2961","Clear Input Field via button","chromium","2026-09-25","passed","2026-09-25","QA Playground - Input Fields Tests > Scenario Clear Field","practice/inputFields/inputFields.spec.js","",""
"","3271","Blank Country","chromium","2026-09-25","passed","2026-09-25","Address Form Validation","practice/forms/forms-negative.spec.js","",""
"","2476","Destructive Confirm Section","chromium","2026-09-25","passed","2026-09-25","QA Playground - Alerts And Dialogs - Button Text Validations","practice/alertsAndDialogs/alertsAndDialogs-validation.spec.js","",""
"","2502","Click Long Text","chromium","2026-09-25","passed","2026-09-25","QA Playground - Links Tests > Text Links","practice/links/links.spec.js","",""
"","2483","Backdrop Click Section","chromium","2026-09-25","passed","2026-09-25","QA Playground - Alerts And Dialogs - Button Text Validations","practice/alertsAndDialogs/alertsAndDialogs-validation.spec.js","",""
"","2145","Address Section Placeholder","chromium","2026-09-25","passed","2026-09-25","QA Playground - Forms Placeholder Validations","practice/forms/forms-placeholder.spec.js","",""
"","3545","Search React Then Select","chromium","2026-09-25","passed","2026-09-25","QA Playground - Multi-Select Tests > Scenario: Search Multi-Select","practice/multiSelect/multiSelect.spec.js","",""
"","2727","Assert Content Section","chromium","2026-09-25","passed","2026-09-25","QA Playground - Alerts And Dialogs - Modal Content Validations","practice/alertsAndDialogs/alertsAndDialogs-validation.spec.js","",""
"","3891","Active Page For Shopping Products Table","chromium","2026-09-25","passed","2026-09-25","QA Playground - UI Practice - Tables Page - Pagination","demo/tables/pagination.spec.js","",""
"","2995","UnCheck Accept Terms If Checked","chromium","2026-09-25","passed","2026-09-25","QA Playground - Radio And Checkbox Tests > Assert Checked State","practice/radioAndCheckbox/radioAndCheckbox.spec.js","",""
"","2303","Scenario Image Links","chromium","2026-09-25","passed","2026-09-25","QA Playground - Links - Default Result Text Validations","practice/links/links-validation.spec.js","",""
"","1978","Get Size Section","chromium","2026-09-25","passed","2026-09-25","QA Playground - Buttons - Button Text Validations","practice/buttons/buttons-validation.spec.js","",""
"","3263","Select Priority via getter","chromium","2026-09-25","passed","2026-09-25","QA Playground - Dropdowns Tests > Custom Priority","practice/dropdowns/dropdowns.spec.js","",""
"","3543","Account Setup Form Reset Button","chromium","2026-09-25","passed","2026-09-25","QA Playground - Forms Reset Validations","practice/forms/forms-reset.spec.js","",""
"","2921","Click Enter Key","chromium","2026-09-25","passed","2026-09-25","QA Playground - Alerts And Dialogs Tests > Escape Key Section","practice/alertsAndDialogs/alertsAndDialogs.spec.js","",""
"","3098","Scenario: Simple Modal","chromium","2026-09-25","passed","2026-09-25","QA Playground - Modal Windows - Default Value Validation","practice/modalWindows/modalWindows-validation.spec.js","",""
"","4725","Click Iron Man","chromium","2026-09-25","passed","2026-09-25","QA Playground - Links Tests > Image Links","practice/links/links.spec.js","",""
"","3436","Search Vue.js Then Select","chromium","2026-09-25","passed","2026-09-25","QA Playground - Multi-Select Tests > Scenario: Search Multi-Select","practice/multiSelect/multiSelect.spec.js","",""
"","2806","Default Value","chromium","2026-09-25","passed","2026-09-25","QA Playground - Radio And Checkbox Tests > Radio Button Group","practice/radioAndCheckbox/radioAndCheckbox.spec.js","",""
"","4913","Click Open In New Tab","chromium","2026-09-25","passed","2026-09-25","QA Playground - Tabs and Windows Tests > Scenario: New Tab","practice/tabsAndWindows/tabsAndWindows.spec.js","",""
"","2771","Scenario API Links","chromium","2026-09-25","passed","2026-09-25","QA Playground - Links - Default Result Text Validations","practice/links/links-validation.spec.js","",""
"","2302","Scenario: Searchable Multi-Select","chromium","2026-09-25","passed","2026-09-25","QA Playground - Multi-Select - Default Value Validation","practice/multiSelect/multiSelect-validation.spec.js","",""
"","1677","Sort Department Ascending","chromium","2026-09-25","passed","2026-09-25","QA Playground - UI Practice - Tables Page - Sort","demo/tables/sort.spec.js","",""
"","2840","Blank Password","chromium","2026-09-25","passed","2026-09-25","Login Form Validation","practice/forms/forms-negative.spec.js","",""
"","2214","Multi-Select Heroes","chromium","2026-09-25","passed","2026-09-25","QA Playground - Dropdowns - Default Value Validation","practice/dropdowns/dropdowns-validation.spec.js","",""
"","3828","Ctrl + Select Cypress","chromium","2026-09-25","passed","2026-09-25","QA Playground - Multi-Select Tests > Scenario: Deselect Options","practice/multiSelect/multiSelect.spec.js","",""
"","3510","Select Starter","chromium","2026-09-25","passed","2026-09-25","QA Playground - Radio And Checkbox Tests > Scoped Card Controls","practice/radioAndCheckbox/radioAndCheckbox.spec.js","",""
"","4281","Deselect Selected Option","chromium","2026-09-25","passed","2026-09-25","QA Playground - Multi-Select Tests > Scenario: Custom Checkbox Option","practice/multiSelect/multiSelect.spec.js","",""
"","3525","Address Form Reset Button","chromium","2026-09-25","passed","2026-09-25","QA Playground - Forms Reset Validations","practice/forms/forms-reset.spec.js","",""
"","3491","Remove Java","chromium","2026-09-25","passed","2026-09-25","QA Playground - Multi-Select Tests > Scenario: Remove Tag","practice/multiSelect/multiSelect.spec.js","",""
"","2193","Scenario Disabled Controls","chromium","2026-09-25","passed","2026-09-25","QA Playground - Radio And Checkbox - Option Label Validations","practice/radioAndCheckbox/radioAndCheckbox-validation.spec.js","",""
"","4277","Remove All Tags","chromium","2026-09-25","passed","2026-09-25","QA Playground - Multi-Select Tests > Scenario: Remove Tag","practice/multiSelect/multiSelect.spec.js","",""
"","1895","Scenario Text Links: Long Text","chromium","2026-09-25","passed","2026-09-25","QA Playground - Links - Href Attribute Validations","practice/links/links-validation.spec.js","",""
"","3885","Select Only Two","chromium","2026-09-25","passed","2026-09-25","QA Playground - Radio And Checkbox Tests > Checkbox Group","practice/radioAndCheckbox/radioAndCheckbox.spec.js","",""
"","3074","Remove JavaScript","chromium","2026-09-25","passed","2026-09-25","QA Playground - Multi-Select Tests > Scenario: Remove Tag","practice/multiSelect/multiSelect.spec.js","",""
"","2591","Check Marketing Emails","chromium","2026-09-25","passed","2026-09-25","QA Playground - Radio And Checkbox Tests > Sibling Located Controls","practice/radioAndCheckbox/radioAndCheckbox.spec.js","",""
"","3325","Type a Movie Name","chromium","2026-09-25","passed","2026-09-25","QA Playground - Input Fields Tests > Scenario Type Movie","practice/inputFields/inputFields.spec.js","",""
"","2667","Scoped Dismiss: Session Expiring Soon Section","chromium","2026-09-25","passed","2026-09-25","QA Playground - Alerts And Dialogs - Modal Content Validations","practice/alertsAndDialogs/alertsAndDialogs-validation.spec.js","",""
"","4350","Add New Book With Blank Published","chromium","2026-09-25","passed","2026-09-25","QA Playground - Data Table - Successful Add Book Validations","practice/dataTable/dataTable-addBook.spec.js","",""
"","3625","Click Garbled 1","chromium","2026-09-25","passed","2026-09-25","QA Playground - Links Tests > Text Links","practice/links/links.spec.js","",""
"","3337","Modal from Repeated Card Section","chromium","2026-09-25","passed","2026-09-25","QA Playground - Modal Windows - Modal Content Validations","practice/modalWindows/modalWindows-validation.spec.js","",""
"","4298","Click Garbled 2","chromium","2026-09-25","passed","2026-09-25","QA Playground - Links Tests > Text Links","practice/links/links.spec.js","",""
"","2858","Click Bad Request (400)","chromium","2026-09-25","passed","2026-09-25","QA Playground - Links Tests > API Links","practice/links/links.spec.js","",""
"","3341","Custom Priority options","chromium","2026-09-25","passed","2026-09-25","QA Playground - Dropdowns Options Validation","practice/dropdowns/dropdowns-validation.spec.js","",""
"","2814","Scenario Sibling","chromium","2026-09-25","passed","2026-09-25","QA Playground - Radio And Checkbox - Default Result Text Validations","practice/radioAndCheckbox/radioAndCheckbox-validation.spec.js","",""
"","2018","Get Color Section","chromium","2026-09-25","passed","2026-09-25","QA Playground - Buttons - Button Text Validations","practice/buttons/buttons-validation.spec.js","",""
"","1878","Searchable City","chromium","2026-09-25","passed","2026-09-25","QA Playground - Dropdowns - Default Value Validation","practice/dropdowns/dropdowns-validation.spec.js","",""
"","2894","Click Find My Color","chromium","2026-09-25","passed","2026-09-25","QA Playground - Buttons Tests > Get Color Section","practice/buttons/buttons.spec.js","",""
"","5967","Edit Genre Successfully","chromium","2026-09-25","passed","2026-09-25","QA Playground - Data Table - Successful Edit Validations","practice/dataTable/dataTable-editBook.spec.js","",""
"","2935","Uncheck Weekly Digest","chromium","2026-09-25","passed","2026-09-25","QA Playground - Radio And Checkbox Tests > Sibling Located Controls","practice/radioAndCheckbox/radioAndCheckbox.spec.js","",""
"","5905","Switch Back To Original Tab","chromium","2026-09-25","passed","2026-09-25","QA Playground - Tabs and Windows Tests > Scenario: Switch Back","practice/tabsAndWindows/tabsAndWindows.spec.js","",""
"","2255","Scenario Text Links: Garbled 1","chromium","2026-09-25","passed","2026-09-25","QA Playground - Links - Href Attribute Validations","practice/links/links-validation.spec.js","",""
"","5014","All","chromium","2026-09-25","passed","2026-09-25","QA Playground - Multi-Select Tests > Scenario: Search Multi-Select","practice/multiSelect/multiSelect.spec.js","",""
"","2664","Validate Previous Button Disabled On First Page","chromium","2026-09-25","passed","2026-09-25","QA Playground - Data Table Pagination Validation","practice/dataTable/dataTable-pagination.spec.js","",""
"","2340","Right Click Button","chromium","2026-09-25","passed","2026-09-25","QA Playground - Buttons Tests > Double Click Section","practice/buttons/buttons.spec.js","",""
"","2878","Check Accept Terms","chromium","2026-09-25","passed","2026-09-25","QA Playground - Radio And Checkbox Tests > Basic Checkbox","practice/radioAndCheckbox/radioAndCheckbox.spec.js","",""
"","4542","Successful Personal Details","chromium","2026-09-25","passed","2026-09-25","QA Playground - Forms Tests > Personal Details Form","practice/forms/forms-positive.spec.js","",""
"","2856","Default Value","chromium","2026-09-25","passed","2026-09-25","QA Playground - Radio And Checkbox Tests > Dynamic Checkbox List","practice/radioAndCheckbox/radioAndCheckbox.spec.js","",""
"","4049","Book Name Required Validation","chromium","2026-09-25","passed","2026-09-25","QA Playground - Data Table - Unsuccessful Add Book Validations","practice/dataTable/dataTable-addBook.spec.js","",""
"","3383","Select React Then Remove","chromium","2026-09-25","passed","2026-09-25","QA Playground - Multi-Select Tests > Scenario: Search Multi-Select","practice/multiSelect/multiSelect.spec.js","",""
"","2314","Double Click Section","chromium","2026-09-25","passed","2026-09-25","QA Playground - Buttons - Default Result Text Validations","practice/buttons/buttons-validation.spec.js","",""
"","2427","Sort Product Ascending","chromium","2026-09-25","passed","2026-09-25","QA Playground - UI Practice - Tables Page - Sort","demo/tables/sort.spec.js","",""
"","3094","Select Read Users","chromium","2026-09-25","passed","2026-09-25","QA Playground - Radio And Checkbox Tests > Dynamic Checkbox List","practice/radioAndCheckbox/radioAndCheckbox.spec.js","",""
"","2492","Scenario Button Links: Home Button","chromium","2026-09-25","passed","2026-09-25","QA Playground - Links - Href Attribute Validations","practice/links/links-validation.spec.js","",""
"","2211","Scenario: Remove a Tag/Pill","chromium","2026-09-25","passed","2026-09-25","QA Playground - Multi-Select - Default Value Validation","practice/multiSelect/multiSelect-validation.spec.js","",""
"","3146","Read Value Field","chromium","2026-09-25","passed","2026-09-25","QA Playground - Input Fields Tests > Scenario Read Value","practice/inputFields/inputFields.spec.js","",""
"","2146","Scenario Text Links: Garbled 2","chromium","2026-09-25","passed","2026-09-25","QA Playground - Links - Href Attribute Validations","practice/links/links-validation.spec.js","",""
"","2114","Clear: Shopping Departments - Rohan Mehta","chromium","2026-09-25","passed","2026-09-25","QA Playground - UI Practice - Tables Page - Search And Filter","demo/tables/searchAndFilter.spec.js","",""
"","2443","Filter And Search: Shopping Products - Sony WH-1000XM5","chromium","2026-09-25","passed","2026-09-25","QA Playground - UI Practice - Tables Page - Search And Filter","demo/tables/searchAndFilter.spec.js","",""
"","3035","Click Find Location","chromium","2026-09-25","passed","2026-09-25","QA Playground - Buttons Tests > Get Coordinates Section","practice/buttons/buttons.spec.js","",""
"","1940","Filter And Search: Shopping Departments - Non-Existing","chromium","2026-09-25","passed","2026-09-25","QA Playground - UI Practice - Tables Page - Search And Filter","demo/tables/searchAndFilter.spec.js","",""
"","2194","Scenario Radio Button Group","chromium","2026-09-25","passed","2026-09-25","QA Playground - Radio And Checkbox - Option Label Validations","practice/radioAndCheckbox/radioAndCheckbox-validation.spec.js","",""
"","2552","Scenario: Repeated Date Cards (Scoped)","chromium","2026-09-25","passed","2026-09-25","QA Playground - Date Picker - Default Value Validation","practice/datePicker/datePicker-validation.spec.js","",""
"","2176","Sort Price Ascending","chromium","2026-09-25","passed","2026-09-25","QA Playground - UI Practice - Tables Page - Sort","demo/tables/sort.spec.js","",""
"","2241","Scenario Button Links: Broken Button","chromium","2026-09-25","passed","2026-09-25","QA Playground - Links - Href Attribute Validations","practice/links/links-validation.spec.js","",""
"","4447","Select React, Angular, And Svelte","chromium","2026-09-25","passed","2026-09-25","QA Playground - Multi-Select Tests > Scenario: Custom Checkbox Option","practice/multiSelect/multiSelect.spec.js","",""
"","3511","Search Svelte Then Select","chromium","2026-09-25","passed","2026-09-25","QA Playground - Multi-Select Tests > Scenario: Search Multi-Select","practice/multiSelect/multiSelect.spec.js","",""
"","2792","ISBN Field","chromium","2026-09-25","passed","2026-09-25","QA Playground - Data Table - Add Book Modal Placeholder Validations","practice/dataTable/dataTable-addBook.spec.js","",""
"","2241","Scenario Assert State","chromium","2026-09-25","passed","2026-09-25","QA Playground - Radio And Checkbox - Default Result Text Validations","practice/radioAndCheckbox/radioAndCheckbox-validation.spec.js","",""
"","2374","Scenario: Modal from Repeated Card","chromium","2026-09-25","passed","2026-09-25","QA Playground - Modal Windows - Default Value Validation","practice/modalWindows/modalWindows-validation.spec.js","",""
"","3682","Ctrl + Select Playwright","chromium","2026-09-25","passed","2026-09-25","QA Playground - Multi-Select Tests > Scenario: Deselect Options","practice/multiSelect/multiSelect.spec.js","",""
"","3467","Click Clear All","chromium","2026-09-25","passed","2026-09-25","QA Playground - Multi-Select Tests > Scenario: Select/Clear All","practice/multiSelect/multiSelect.spec.js","",""
"","3840","Successful Account Setup","chromium","2026-09-25","passed","2026-09-25","QA Playground - Forms Tests > Account Setup Form","practice/forms/forms-positive.spec.js","",""
"","2464","Scenario: Deselect a Specific Option","chromium","2026-09-25","passed","2026-09-25","QA Playground - Multi-Select - Default Value Validation","practice/multiSelect/multiSelect-validation.spec.js","",""
"","3929","Display Shopping Products Table","chromium","2026-09-25","passed","2026-09-25","QA Playground - UI Practice - Tables Page - Display","demo/tables/display.spec.js","",""
"","5428","Scenario: Open Tab B","chromium","2026-09-25","passed","2026-09-25","QA Playground - Tabs and Windows Tests > Scenario: Sibling Tabs","practice/tabsAndWindows/tabsAndWindows.spec.js","",""
"","2952","Deselect Heroes","chromium","2026-09-25","passed","2026-09-25","QA Playground - Dropdowns Tests > Heroes Multi-Select","practice/dropdowns/dropdowns.spec.js","",""
"","2743","Scenario: Sibling-Located Date Fields","chromium","2026-09-25","passed","2026-09-25","QA Playground - Date Picker - Default Value Validation","practice/datePicker/datePicker-validation.spec.js","",""
"","2878","Entered text will be cleared","chromium","2026-09-25","passed","2026-09-25","QA Playground - Input Fields Tests > Scenario Clear Field","practice/inputFields/inputFields.spec.js","",""
"","3373","Click Select All","chromium","2026-09-25","passed","2026-09-25","QA Playground - Multi-Select Tests > Scenario: Select/Clear All","practice/multiSelect/multiSelect.spec.js","",""
"","2361","Scenario: Select All / Clear All","chromium","2026-09-25","passed","2026-09-25","QA Playground - Multi-Select - Default Value Validation","practice/multiSelect/multiSelect-validation.spec.js","",""
"","3341","Ctrl + Select Selenium","chromium","2026-09-25","passed","2026-09-25","QA Playground - Multi-Select Tests > Scenario: Deselect Options","practice/multiSelect/multiSelect.spec.js","",""
"","4351","Select All","chromium","2026-09-25","passed","2026-09-25","QA Playground - Multi-Select Tests > Scenario: Custom Checkbox Option","practice/multiSelect/multiSelect.spec.js","",""
"","3505","Blank First Name","chromium","2026-09-25","passed","2026-09-25","Personal Details Form Validation","practice/forms/forms-negative.spec.js","",""
"","2105","Filter: Wearables","chromium","2026-09-25","passed","2026-09-25","QA Playground - UI Practice - Tables Page - Search And Filter","demo/tables/searchAndFilter.spec.js","",""
"","2420","Clear: Shopping Products - Apple Watch","chromium","2026-09-25","passed","2026-09-25","QA Playground - UI Practice - Tables Page - Search And Filter","demo/tables/searchAndFilter.spec.js","",""
"","6295","Click Open Popup Window","chromium","2026-09-25","passed","2026-09-25","QA Playground - Tabs and Windows Tests > Scenario: Popup","practice/tabsAndWindows/tabsAndWindows.spec.js","",""
"","3927","Click Same Tab","chromium","2026-09-25","passed","2026-09-25","QA Playground - Links Tests > Broken Links","practice/links/links.spec.js","",""
"","2664","Scenario: Open Link in New Tab","chromium","2026-09-25","passed","2026-09-25","QA Playground - Tabs and Windows - Default Value Validation","practice/tabsAndWindows/tabsAndWindows-validation.spec.js","",""
"","2485","Scenario Sibling Located Controls","chromium","2026-09-25","passed","2026-09-25","QA Playground - Radio And Checkbox - Option Label Validations","practice/radioAndCheckbox/radioAndCheckbox-validation.spec.js","",""
"","2868","No Append Text then Press Tab","chromium","2026-09-25","passed","2026-09-25","QA Playground - Input Fields Tests > Scenario Append Tab","practice/inputFields/inputFields.spec.js","",""
"","3309","Searchable City options","chromium","2026-09-25","passed","2026-09-25","QA Playground - Dropdowns Options Validation","practice/dropdowns/dropdowns-validation.spec.js","",""
"","3232","UnCheck Accept Terms If Checked","chromium","2026-09-25","passed","2026-09-25","QA Playground - Radio And Checkbox Tests > Basic Checkbox","practice/radioAndCheckbox/radioAndCheckbox.spec.js","",""
"","2826","Click Not Found (404)","chromium","2026-09-25","passed","2026-09-25","QA Playground - Links Tests > API Links","practice/links/links.spec.js","",""
"","6051","Cancel Author Update","chromium","2026-09-25","passed","2026-09-25","QA Playground - Data Table - Cancel Edit Validation","practice/dataTable/dataTable-editBook.spec.js","",""
"","2921","Ctrl + Select WebdriverIO","chromium","2026-09-25","passed","2026-09-25","QA Playground - Multi-Select Tests > Scenario: Deselect Options","practice/multiSelect/multiSelect.spec.js","",""
